polaridad,texto
2,@davidmesen Jajaja Y al séptimo día descansó (?) Que mal mae Lo siento
0,Hace poquito me dieron las 12 uvas para las 12pm y ya sólo me quedan 5
2,1:52 y aún no estoy ebrio ya empecé mal el año
0,Me vale madre toda la gente famosa que murió en el 2016 excepto por Keith Emerson Bowie y Carrie
0,@_Star_Vader ah mae! Que mierda Bueno que le pase lo más cercano posible y bueno dentro de poco!
2,Tenía más de un año de no usar Premiere Pro y no era tan mala editando... ahora lo olvidé todo
0,Wohoooooo. te extraño un montón. ️ #hippyhop @ Club Vertigo
1,@alexcasasv_ es triste que no me sigasestoy sad
0,Siento que se va hacer difícil acostumbrarme a la vida con responsabilidades.
0,Por cosas así estoy segura de que tomé una muy buena decisión
1,siempre que intento ver una nueva serie en NF termino viendo stranger things.
2,Que triste que conozcan el Trap por esos artistas y no por el Trap genuino
0,@Alvaro845 @ClashRoyale Porque me toco un cofre épico sin legendario? Grs si responden
0,@dileivac los trabajos de ese curso son bonitos. ¿Qué tiene q hacer?
1,@Melii_Herrera05 yo lo único e puedo rescatar es TØP y Coldplaypero no tengo un cinco.
0,@weed_yass Jajaa legal y así piden abdomen perfecto
0,Feliz Martes para todos. Pásenla bonito y a sonreír.
1,@Phoenix2124 es genial. Tenés que ir. Merece estar en lista de lugares por conocer este año
1,@fio_mc12 opaaaaa 🤔 ahora jugas fútbol? 🤔 jajaja diay no tenía forma de saberlo o coordinarlo
2,@G14Esteban Como lo dijo @gsalazarcr menores de 16 años
2,@crisytimo si feo feo feo...que madre
0,Último día de vacaciones te fuiste muy rápido
0,bueno a mi check de pendientes con Izetta finalizada...de 1 a 10 mmm creo que 7.5 me dejo con una molestia por el final acelerado
2,Muy rico pero no es gracioso
2,Así nos quedó. Deliciosa! #Lasagna #ProsanaFoods #Bolognesa #lasagne #ragùbolognese #RagùAllaBolognese…
1,@Manuelmdrano suele pasar si meditas se te quitan o sueñas más raro
2,@gabrielselva_cr esa está genial en serio vamos vamos un día
1,Que satisfacción me da ver mi email cargado de trabajito
1,sería muy chuzo tener una gopro pero yo de mi casa no salgo así que no tendría mucho sentido.
2,@rojasg_dani la próxima me le chingo jaja mae la extraño
2,@JanekeithDB @jujoviar Sí eso sí tod lo disfrutramos un montón... pero di hacerle un examen oral a 40 personas...
2,—¿Qué estudias? —Licenciatura en danza moderna y habilidades manuales con fuego como elemento natural. —¿Eres tragafuegos? —JAJAJÁ Si
2,Lo bueno: el gato regresó. Lo malo: creo que es del vecino y no me lo puedo dejar.
2,@andreavasro Ojalá que no Yo aun no entiendo bien qué motiva a Assange. Destrucción total?
0,Ya se reguló el paso en la General Cañas
2,@RenEgair No. tampoco soy cursi
1,@RenEgair peludo panchoncito y a la antigua
1,@andresajeno pero dígalo bonito. Ni regañe.
2,@eaum8 Por lo menos podría traernos una postal del Santiago
2,Por si cierto el que quiera llegar es bien recibido (ida) celebro mi cumple con la familia
1,Una semana siendo vegetariano. Es un pequeño gran logro para mí
1,Por primera vez creo que llegare después no voy a tener que esperar eso me hace feliz
1,@ljuliojose mi camara es lo unico que permite que no la cambie
2,JAJAJAJAJJA me le cague por que si y listo 🤘
0,Cuidémonos y velemos siempre por la buena salud que una enfermedad nos puede llevar muy rápido. Y hoy se me está llevando a alguien
0,@Ce_Argm @AndricSaba yo iba a preguntar lo mismo
2,En 0 favs me voy a ir que triste No así
0,@jdclarke @jpguillenz @gilvegag en realidad en enero acá hace buen sol
1,Me puse la vacuna de los "30" como dice mami pero es la del tetano y me duele muchísimo el brazo pero exagerado.
0,@villalobossebas Tengo unas enormes ganotas de conocerte
1,Tengo la nariz helada jajaja como perrito
2,Por la culpa de la china no tengo audífonos
0,@germangn09 gracias yo también estoy triste porque no te vi
0,@LoaparraG $30 con entrenador personal y $19 solo. Y súper chivas
1,No entiendo porque en la Pizzería Costa Sol sirven un fresco de cas tan feo
0,En pleno 2017 y hay servicios que sólo se pueden utilizar con Windows...
0,@dileivac ahh por lo menos. Es que si me decia Alicia o Emilia la mandaba a dar por perdido porel curso. ¡RELAJESE! NO SE VA QUEDAR.
1,Cuando uno siente que se complementa y pasa momentos increíbles con una persona se da cuenta que no es necesario contar con muchos
1,He vuelto! Esta vara esta llena de ceniza (@ Residencial Don Eloy)
2,vos tampoco des fav que no me tenes contento
0,Quiero entrar en tantas clases pero soy pobre.
0,Me puse mi ropa deportiva que usaba para nadar y me siento como esa gente a la que la pubertad hace boom por primera vez.
1,Admiro demasiado cuando las mujeres suben fotos en vestido de baño y así porque mi complejo no me lo permite.
1,mañana voy a ir a montar sola
2,Ojalá que los vientos se lleven la mala suerte de la Liga eh Ok merezco esos unfollows
0,Desearía que aurin no estuviera sucia y mojada para que duerma cnmigo
0,y sin querer me han elevado la barra para seguir preparandome...waoooo este extraordinario mundo del cafe loveyou️️
1,Tan largo tan cerca serás tú  o no tantas similitudes pero no  yo sólo esperó lo que Dios quiera
2,@Joey_Rock Que rico! Provecho en su día
1,Un nuevo reto enorme  especialmente viviendo en CR ... #nomoredrinks ... Vamo a ver
1,@Lonchs Amo estar libre hoy
1,Yo: espero encontrar a alguien este año -un muchacho: hey hola Yo: mae más necio!
2,Una parte de mi pide a gritos la Fluoxetina de nuevo. Y no saben la mierda que puede ser eso.
0,Llego al aparta. Me desmayo del hambre y no hay nada
0,Feliz año 2017 Bendiciones para este nuevo año.
1,@vallaerick depende de la ruta así es el presupuesto.. pasame la info please!
2,@biricr gracias y si ya lo mas feo pasó
1,@Mcquensi yo quería uno. Pero me subía mucho el precio del nuevo playot
0,@Nat_R25 jaja yo se estoy jodiendo. Pero si es impresionante lo rapido que se va la vara. Ya lo veras
2,Estaba dormida y me desperté por un mensajeahora no puedo dormir.
0,@Fambi02 Pero Nicole Page Brooks from Atlanta Georgia es la más icónica de todas serving fish
1,Es posible que hoy sea mi última noche con Koki (está terriblemente enfermo y ya está muy viejito) y no puedo dormir
0,el francotirador esparzano murio en su ley
2,Ayer @Erick_SandovalC revisó mis lechugas y me felicitó. Hoy me siento como la mejor agricultora del mundo.
1,@davoulloa Sí completamente innecesario. Jajaja. Tan linda la intimidad.
2,¡Buenos días! #YeimyTeMueve a partir de este momento. "Escribí en tu corazón que cada día es el mejor del año…
1,Quería broncearme las nalgas en el patio de mi casa en San Ramón y amaneció súper nublado
0,@chisco_07 si encuentra una me avisa porque muero por nadar y el horario de las deportivas no me sirve
2,@Calikhaug @kolbi_cr Ah! Y quería también mencionar que tienen soporte no solo en línea y por teléfono también un WhatsApp
2,@Calikhaug @kolbi_cr A mi Movistar me llama para preguntarme si estoy satisfecho con mi servicio y si hay algo que puede hacer por mi
2,Gente desubicada y un vecino arreglando el techo a estas horas de la noche además al preguntar que te conteste: es mi techo
0,@alakaskala hoy no estoy entre tu lista de buenos días!!! Eerta compradora de regalos
0,Mae yo soy tan idiota que tome jarabe por que tenía mucha tos y ahora estoy como si estuviera borracha y no puedo estudiar
0,Y se acabó El Oso el Tigre y los demás fue bueno mientras duró
1,@somosciclismo Son las grandes promesas nuestras
2,@taliferreto jaja pero con el pasar del tiempo no se va a ver feo
2,@LaurentMejia sii!! antes que entremos a clases tierna
2,Esta ceniza me tiene harta me arden los ojos
0,Mi intento de hacer mi estómago más pequeño es muy duro
0,En paseo hay un raptor 700R special edition a $ 12 000 y es una BELLEZA . Lástima que no tengo $ 12 000
1,@MauFonseca11 @PilarAcuna O regalar bombitas y escopetas para que cada "american" se defienda. Lindo
2,cual es su mejor recuerdo juntos? #BntResponde
2,Hoy recibí una buena noticia y llevo saltando de la emoción como 30 minutos.
1,@matiesau Yo necesito una piedra hielo. La única que conseguí fue para Vulpix Alola. Tengo que sacarla del Resort
2,Quiero estar metida en la piscina. Ahí no siento la ceniza ni me arden los ojos
2,Último fin de semana de vacaciones
2,Pidan canciones en mi insta y canto un pedacito en la historia con Ukulele IG: oscarguadamuz
2,@arguedasortiz Yo pago el de La Nación y El Financiero juntos que es un poquitín menos de los ¢6.000
2,Mis excompañeros de intercambio siempre se acuerdan de mi cumple que buena nota
1,Me volvieron a dejar sola
0,@WancitoCubero No se puede esperar que hablen como amigos de toda una vida si es la primera conversación
2,@El_Zampaguabas Yo he ganado recursos haciendo justo eso demostrando que el colega usó resúmenes acomodados
2,@sancarlena77 mi otro queso favorito #UberEmpanadas (?) jaja provecho guapa
1,@jpvdh Yo media teja con eso nos la jugamos no?
2,@ignaciosolisw mucho éxito. Es muy satisfactorio cuando uno siente que logra transmitir algo
1,@ushcala mi objetivo es seguir aprendiendo. Por dicha uno nunca para de aprender. Por ahí espero seguir asombrándome
1,@ushcala ¡Gracias! Ojalá eso sea cierto. Pucha de verdad uno siente responsabilidad cuando invierten en uno
2,Lo bueno del frío es que puedo comer como siempre y echarle la culpa al mismo
2,que cool todo mundo me deja en gris
0,@piladetrastos Yo no lo puedo ver. No puedo darme el lujo de tanta tristeza a un mes y 6 días de mi debut internacional
0,@Sharhell Solo es cuestión de ponerle bastante Dios nos ayude bastante love u tooo te voy a extrañar
1,@piladetrastos Uno de mis mejores profes decía que es obligación de los abogados hablar sencillo.
2,@EsGermanDZ vivo con la necedad de algún día encontrarmelo en la calle
0,Tengo hora y media libre en Heredia.
1,Massimo Bottura está en América. Está en México. Y yo estoy aquí acostada en mi cama sufriendoooo!!! Quiero conocerlo
0,@Amareto gracias Susana. Ojalá así sea en el futuro. La verdad ahorita prefiero estar un poco preocupado que pasarme de sobreconfiado
1,#FelizMiercoles porque hoy pase lo que pase va ha ser un buen día
1,@AzofeifaMegan hoy tengo libre JAJA  viernes no puedo
2,@S4ND86 esta viendo ese y se ve súper lindo
1,Gracias @Tiasit por el chocolatito! #Kiss! Un gran abrazo. #FelizAño2017 y muchas bendiciones!
1,@noefernandez02 hey sii sí queres me pasas tus datos por DM
1,Resulta que el Dr. tiene 24 años es super guapo educado y amable. Pero vive en Cartago siempre viven largo.
2,Me queda una semana y media de vacaciones y aún no he hecho nada productivo
0,Mi profe de TCU sí es odioso a un mae por 9 afiches le dio 90 horas y a mí me dice que me apunte lo que duré di duré 5 horas
0,@IssmaelSandoval Que bonita la gente educada un gran abrazo para vos 🤗
1,@DaveMendor dos para vos un gran abrazo homosexual 🤗
1,@anyelalj jajaja perdón la serie está muy buena
1,@NellaZ OMG que rico. Quiero quiero  pero fijo soy el peor alumno pero quiero
1,@ManuTonic Buenotes diotas. Un gran abrazo
1,@blackbalam Que linda la gente educada. Un gran abrazo homosexual
1,@DNchacon Igual vos. Lindo día y un fuerte abrazo
1,@racesgar Que linda la gente educada un gran abrazo
1,me siento mal de no encontrarle nada de especial a la luna. pero solo veo el mismo punto blanco de siempre.
0,que lindo estar metida en la casa todo el día
0,@dileivac seguro no entendiste bien la trama véala de nuevo es toda linda.
1,@mendezcr lo q puede hacer es darse golpecitos con las uñas o con los dedos
2,@daviiidez Felicidades!! Yo ni esperanza de ser tío tengo Lo mas cercano es la hija de mi prima!!
1,@leonora_monge @susi_sot por mi sí con 20 rojos
2,Antojo de empanada colombiana
2,@mendezcr nah! Yo estoy lleno de tattos y me arranco pellejitos aprendí como razcarme y la verdad no les ha pasado nada
1,@Mayel_Oh Cuando te lo creés lo sos. Pero bueno el drama tampoco es tan bonito
0,@vernonist ¿en serio? :0 aprendo gracias a un sitio que una amiga me recomendó y ahora estoy viendo unos videos
2,@NoilyMV yo soy totalmente puntual
2,@DexterAOM por eso es que se dice lo del final yo opino igual que usted tampoco es q sea el final más malo de la historia es regular
2,@robertobrenes Bueno no es tanto lo mayor como cuánto de campo sea usted. Sos cartaguito en cada aspecto de tu vida por lo visto.
0,@doriamdiaz El de Halfon de Germinal se ve mortal. Y los de Mary Jo Bang se fueron volando pero todavía quedan. En Duluoz hay de Salcedo
1,Ahorita me van a cambiar las ligas de los brakets Tengo alfajores argentinos en mi bulto tengo hambre  ¿QUÉ HAGO? no puedo esperar más
2,El amor es paciente es bondadoso no es envidioso ni orgulloso no es egoísta no guarda rencor. 1 Corintios 13:4-5 Buen día a todos
1,El amanecer respirando o2 puro es más que un regalo... más si es a las 6:00 am frente al mar... preparando la mente con meditación.
1,Acabo de ver una chamaca con un piercing de mota en el ombligo. Lo peor es que tiene cara de que lo que fuma es jamón
0,El sábado se casa Adriel y eso me hace sentir super vieja maee cuando ibamos a pueblo viejo x olafos saliamos fuck off y yo era la niñera
2,@ferrg25 igual uno ya está en el baúl de los recuerdos jajaja y bueno pero no no conozco a otra solo vi el tweet y me dio gracia
2,Hoy tengo 2 preguntas existenciales...1) ¿Por qué hoy esta haciendo TANTO frío? y 2) ¿Porque me volvió a dar hipo después de tantos años?
2,@sancarlena77 @frankgrs nunca dije lo contrario
2,Mae mañana llego a las 10 cuidado te quedas dormida porque a las 10 estoy ahí -Liena se quedó dormida y no ha llegado.
0,@rociomoram29 que mal y por eso es que están jugando yo creo q los jugadores viejos o de la casa deberían tener prioridad pero bueno...
0,Parce yo estoy igual @PaisaVlogs
2,Gracias a Dios cerrando con broche de oro! Dios siempre dando lo mejor a sus Hijos esta semana fue mucho mejor que la pasada! #thnksGod
1,@KristelS18 Acá tengo pero ugh la canela no me gusta mucho es que es que me cae pesado pero se me quitará.. Gracias Kris.
0,@26Manudo @ldacr yo que lo he visto como 10 veces y me lo sé de memoria jejeje lo siento muy emotivo. Ojalá lo vean y lo vean
1,Si mañana no entra metales voy a sentir muy mal a la profe hasta que diga que va a revisar suave y sí pasaría la profe es toda cosi
1,@msroucks Wtf Yo tengo mi biblia firmada por el diablo Okno pero eso es lo que se me vino a la mente :v
2,@AnaVM @Katagelon fijo está demasiado hermoso
1,Viendo Looking Queers as Folk y así me doy cuenta que nunca he tenido un grupo de mejores amigos gays. ¿alguien me adopta?
1,@WillyrexYT y repito: lo siento por no haberte hecho nada hay un gran evento en mi país (La Romería) y no he tenido tiempo apenas pueda
2,Recuerdo cuando le escribía a mi hermana @Andreagraseq79 para que me motivara y me hiciera sentir útil. Dios me dio a la mejor hermana
1,Hoy inicia la concachampions 2016-2017 pero realmente no importa porque no esta la @ldacr en todo caso la voy a seguir porque si
0,Buenos días. Inicio de mes. A darlo todo aunque sea "más o menos bueno en algo". Feliz inicio de semana
1,Llego a la casa a las 9:20 caminando no hay comida todos están dormidos mañana tengo clases a las 8am todo esta bien
0,Lo termine a las 2 am hora Costa Rica porque se me hizo súper adictivo. Me gusto pero no me encanto #LCshinyforflowers
1,@byCoba con agua hielo regularmente para que se mantenga fresca y un poquito de azúcar a la semana me han durado hasta más de 1 mes.
1,Nos encanta hacerte feliz @rubndu
1,@miguesl21 en estas épocas no hay que decirle no a ningún trofeo y es conmemorativo para todos los equipos que ganen en la jornada
2,Y las emergencias? La gente que necesita ir a hospitales? Los que esperan cita desde hace años? Ahhh no! Yo apoyo el paro nacional jijis
0,No voy a poder ver a mi mamá el día de la madre. Por un hijo de la grandísima puta. Bien
0,@lenaychantelle #lelePREGUNTA La cancion de Drive for Miles (Mi Favorita) en que persona fue inspirada Saludos te quiero bye
1,@lenaychantelle Cual es tu helado favorito y comida? Como te parecio Costa Rica cuando viniste y a donde fuiste? Sigueme pls saludos bye
2,Hoy están participando muchas más mujeres lo que me alegra mucho. Ya sea para preguntas propias o para hacer preguntas por su pareja
1,@me_aburris Sí he visto q los motociclistas andan especialmente violentos. Le pegan a los carros los patean le gritan a la gente y esto
0,Lo bueno es que voy para Talamanca y Cahuita en una gira lo malo es que es el finde antes del examen de analítica
2,Mmm no quiero hacer spoiler pero hoy va a ver algo nuevo en el canallo podras ver en el nuevo video que subire en unas horas
2,@hugozap quizá para profesionales no sea muchopero hay no remunerados principalmente femenino para quienes es un sueño pasa en mi país
0,X:¿Qué perfume usas? Yo: Victoria's Secret X: Ah yo uso uno de Pink que es más caro que ese!
0,Hay gente aficionada al fútbol hay fanáticos hay envenenados y hay otros hijueeeeputas necios! Igual que todo en la vida
0,@EsGermanDZ Quiero hacer una pregunta.  Si puedo? Yay.! Bueno la pregunta es.. ¿Vas o irías a un Jóvenes en Victoria?
2,@JArmandoCS ¿Vos también estabas? Ay que triste nombres sí yo estaba durmiendo para ir a clase hoy a las 7:30am ¡¡Te extraño bebé!!
0,Delicioso @ San Rafael Ezcazu
1,@Dereck0594 yo tmbn me tienes abandonadisimo
0,@KhaMoreno hahahaha no lo había visto! Pero ojo me desperté a las 8 y estoy tratando de dormir no puede ser q ste despierto aún
2,@AnaVM llego tarde soy huge fan la empecé en el 2000 crecí con ella sube y cae tiene de todo como toda serie temporadas favoritas...
1,Me da risa que me digan "Si es tan amable" porque no no soy "tan amable" pero diay que queda.
2,@MicroCoAnSh seamos sinceros: Mi rostro inocente y un: Amigo no me podés abrir? Es que perdí las llaves y mi roommate no contesta Abre
2,@CotoLau @AndreCorts yo también tuve los libros de AMP y no me convecieron :/ yo pasé los exámenes pero gracias a los exámenes viejos
2,@itsdylanjos yo solo las cucas
2,@Starbucks_cr Hola quería agradecer al personal del Starbucks de La Sabana por guardar mi cartera olvidada Son los mejores saludos
1,@Danileivacr buenísimo!! Yo mañana voy a clase de 6 de la tarde que es yoga Dance es como yoga pero aeróbico
1,Ya no estoy para andarle sacando conversación a alguien si la vara fluye bueno y sino va pa' la mierda.
0,Me cago en la puta
0,@malarodriguez saludos desde Costa Rica mala...ya q siempre te escribo y nunca me respondes Igual nunca me canso de escucharte.. Besos
2,@SanzZeriTica El Chavo no estaba triste
1,Cuando estoy solame gusta escuchar los discos de Linkin Park o en cualquier momentopero mas cuando estoy sola... :v
1,@Varce_c que triste es la realidad
0,@Calikhaug @PilarAcuna Muy bueno Chiquilla: No hay que tirar piedras al techo del vecino si el tuyo es de cristal. Feliz Noche Pili.
1,Nada más bonito que ir en bus lleno y que alguien comience a toser como si se le fuera a salir un pulmón
0,@atrejoscr se ve fea en general
0,@GaboJimenex jajaja. Yo me pegué el susto de la vida y luego la espera por meterlo al taller de iCon. Pero ya está vivo.
2,@dimar1712 tan linda Diana muchas gracias vamos a ver cómo me acomodo ahora con trabajo nuevo cuesta un montón yo te apoyo desde acá!
2,@GrupoPandora y son 30...30 años de acompañarnos30 es mi edad y he crecido de la mano con ustedes MIL GRACIAS atte: Ale
1,@AleeSeke ooops cierto. Me mata @raqueabr02
0,Nota Personal: No ver videos de noche sobre youtubers comiendo no ver videos de noche sobre youtubers comiendo no ver videos de noche
0,Cosas q debemos usar para simplificar nuestra vida: el cerebro sentido común una sonrisa y eliminar a quién no nos interesa. Simple
1,@titabobra el viaje de ida fue largo y el bus incomodón. La vuelta en la Peri estuvo muy bien. Y con internet gratis por 20 minutos!
2,UNAM mil gracias por todo te prometo en los siguientes 3 años titularme aunque me haya costado 13 llegar hasta donde estoy hoy
1,rajado cuando pasan 16 años te das cuenta que unas cosas cambian si..otras se mantienen para dar tranquilidad en los dias libres
2,@Starbucks_CT Hola  queria preguntarte si el nuevo cafe Chiapas es el mismo shade grown porque voy a hacer degustacion pronto ...
2,@jkriptos @lmongeb Jajajajajajaja! No soy la que consume no la que las produce. Saludos Jason que disfrute ese súper viaje.
1,Mi mamá adoptó una gata que dejaron botada al frente de la casa si alguien necesita gatos me escriben tengo 4
2,@rafa514x será que un "entreno" es un entrenamiento "artesanal"? Digo como ahora todo es "artesanal"...
0,@ushcala Esa es otra buena idea. Aunque la dinámica de él a sus 9 y la mía esa misma edad es muy distinta.
1,La vara es que ya tengo como 3 quiz una eición dos exámenes un ensayo y lo peor es que mis vacaciones ya casi acaban
0,@xylefTheBarber de comics y de humor negro no y estaré tiempo fuera de youtube si logro volver es con una idea diferente y cool
2,@D4rkusPl4y ah era hoy? mañana durante el día puede llamarme y con mucho gusto a plena luz del día no en lo oscurito en barrios mierda
0,@andreareyes6767 hola odiosa me hace falta
0,Ocupo que den un secret passcode para que las beliebers compren las entradas antes y después las que sobran las ponen a la venta normal
2,@AndreaNorieega te tengo compasion tambien
2,Me siento triste y solo
0,Si por aca hay algún chico o una chica mayor de 18 que busca empleo para temporada navideña en tienda que me ponga un Dm
2,@sancarlena77 JAJAJA. Por cierto hasta ahorita me percato del username. Y yo preguntando dónde vive. Soy un imbécil. Perdón.
0,Fijo a esa mae algún famoso le dijo algo entonces por eso se cree la mas rica y solicitada del puerto es mi opinión
2,No salí el fin de semana porque hoy tenía examen y salgo del examen y nadie quiere ir por una torta chilena
0,@diegodelagos Ayer la gente de mi FB se portó mejor que la de mi TL de TW en relación con el tema de los himnos...
2,Bienvenida a los juegos mentales
1,Quiero cambiar de posición el cuarto pero soy tan indecisa que si después no me gusta me voy a sentir mal por una semana
0,@WancitoCubero horrible muy buena pero devastadora
2,No son ni las 9am y aquí estoy a moco tendido llorando con una pelicula con Cameron Díaz que se le muere la hija
0,Todos queríamos ver las 2 ticas juntas en la final pero así es esto  ahora le toca a lei q avanza a la final #VISSLAISAworldjuniors
0,@tatisalvaradop Mañana si me duermo en la oficina le cuento para que se sienta culpable *busca el cofal y las pantuflas* Bonita noche
2,@luisdbatallar esa tabla es muy reveladora
2,Que cargados de odio están tengan se escuchen música abracen salgan de vez en cuando con los suyos y vera como se le quita
0,@FilarmonicaCR ¡Gracias! P.D. Sigan adelante con sus maravillosos trabajos. Quizá algún día un tributo a Soda Stereo jeje
1,En "X" gimnasio me iban a cobrar como 330mil colones en un año. No me matriculé y estoy haciendo las matemáticas para el siguiente viaje
2,@BurodeCreditoMX por curiosidad intenté en 5 bancos distintos y en todos declinado pero mi reporte está en verde y mi score también
2,Mi consejo de hoy es: Si quieres que esa persona tan especial para ti nunca te olvide pídele dinero prestado y nunca se lo pagues
2,Soy la peor basura del mundo porque justo hoy Andrea tenía que verme con otra mujer que mal me sentí.
0,Me acosté súper tarde ayer (para mis horarios normales) y ahora no puedo seguir durmiendo porque no aguanto el calor de estas horas
0,Lo mejor que puedo hacer hoy es dormir porque estoy a punto de llorar no fue mi día en serio.
0,@uiGitsu siempre se aprende algo nuevo
1,¿Será normal este odio-amor con mi hermana? Ni siquiera me respeta Me mandó a lavarme el culo al río lagarto.
0,Por la mañana hazme saber de tu gran amor porque en ti he puesto mi confianza. Salmos 143:8 Buen día a todos
1,Bonito cuando pasan a fumigar
0,Ya está listo el puente peatonal por mi casa...ya no tendré que dejar de jugarme la vida cuando voy al auto o al cajero
1,@FranzUgarte @UnAutenticoCule asi tiene que ser .. yo m alegro solo si el barca pierde en algo qe influya a madrid cmo la liga ayer tuani
1,Que rico que es dormir
1,@H_E_Y ya ahí si no sabría decirte generalmente siempre hace sol temprano se llega a poner nublado es como luego de las 3pm.
2,Yo le escribo a la gente a la hora que sea porque mi ansiedad no me permite esperar a una hora prudente
0,Mis tenis fueron las primeras en ser compradas y no han llegado todo el mundo con tenis nuevas y yo aquí zad.
0,@Frimiralles que delicia si estuviera más cerca fijo le llego con el tupper. Pero 200 km me separan de su pozol
1,Esta ceniza me tiene mala ya. Ando con alegría y me arden los ojos no puedo usar lentes de contacto.
0,Mañana tengo examen de química e inglés y aquí estoy acostada con el celular conciente de que no se ni que temas me entran
0,Si por acá hay algun chico o chica mayor de 18 ojalá con eeriencia en tiendas y necesita trabajo para diciembre que me ponga un Dm
2,Buenos días @luisguillermosr. Hace una hora y media salí de Cartago y apenas estoy en Zapote. La gasolina está cara y con presas no rinde
0,@DCBlancoQ o ya lo está hola
2,Entre lo positivo está el hecho de que no tendré esas responsabilidades extra que adquiría sí yo quedaba electo. Pero mae yo quería
2,Aunque el día no empezó de la mejor manera queda en uno decidir que tipo de día se quiere vivir.
2,Pues que estoy hablando y en eso me sale el lado ñoño que esta dentro de mi todo mal yo hablando de trastornos de personalidad!
0,Me despierto a las 6 de lo más tranquilo y relajado me despierto a las 8 y amanezco cansado y enojado
2,Mañana se madruga para ir a trabajar a la casi frontera norte. Si puedo me paso y voy por Toñas y tostones
2,@Saramallow los mismso problemas que tenía del otro lado solo que solo iba un día a la oficina y mi vida era una ilusión
0,Que ahuevado el accidente en Cinchona..
0,Soy de esos que aún cuando la comida esté lista y tenga hambre si no me sirven me da pereza y no como
2,mañana hay entrega de trabajo final y yo aquí muy zen desayunando en paz sin tener ni media página escrita... ni las fuentes
2,Nos salvamos dos Jonas siempre me vende una sonrisa por 250colones (que siempre es lo único que le falta)
1,@luisangelzr fijo tenia un amante bandido esperándola #AsiSon
0,@dankenzon imagínate! Si cuando uno saluda a alguien que está saludando al de atrás se siente feo.. me da miedo ajeno
0,Días como hoy agradezco no tener carro. Andar con el hígado hinchado por saber esos marchamos mejor ando en Uber jaja
1,@rogofer1303 voy a ir con un árbol de Navidad en la camisa a taller solo para arruinar su día
0,Siempre que veo pasar deprisa a una ambulancia de soporte avanzado se me hace un nudo en la garganta y me vienen malos recuerdos
0,@LaEscude Sí a mí también me gustó mucho pero como todos esfuerzos sociales de Google el problema es crearles volumen de usuarios.
0,Hoy es el concierto de Metallicaaaa!!! Uuuuhhh... lástima que no voy la wea triste
2,Chema en esas y todos en la oficina deseando que vuelva a la oficina y a dirigir la empresa mejor...
1,Cuando no sepas que hacer nada mas hagarra tu celular unos audifonos y despeja tu mente!
1,De hoy en ocho nos dan las camisas de undécimo y yo ni sé si voy a lograr sobrevivir a la semana de trimestrales
0,Llevo más de una semana lesionada
0,@leonardodiazpor sos mi James gordeon favorito...
1,En una propuesta/solicitud de servicio lo que debe quedar muy claro son los ENTREGABLES. Si esto no está claro habrá problemas.
2,@Ka_Arroyo_ y cómo mezclan realidad con mundos paralelos y que es diferente a las demás películas de Marvel
1,@ReyDeLosBullies La quiero aniquilar. Desgraciada.
0,Yo hasta ahora veo el vídeo del pingüino no lo puedo creer. ¿Es normal que esté tan triste? Díganme que ustedes también lloraron.
0,este fin semana consistió en 12 horas de viaje a la zona indígena en Kachabri Talamanca y a Cahuita
2,@Natticornia @YouNow ya volvió a esas mierdas porque no tiene a show de huevos es un día triste para el hombre araña...
0,Con lo que voy a gastar comprándome algo para halloween me compro una mudada y de paso la entrada en 5 mil
0,Acabo de recordar que existen los queques navideños y ya casi es diciembre para verlos por todo lado
1,@MonumentalCR buenos días coronado frío y nublado deseándoles un feliz día y que está navidad este llena de amor
1,@Javi_Guerrero97 vas a ser un gran comunicador
1,Princesa hermosa  Estas creciendo muy rápido Te Amo pequeña de tía
1,Voy a ver Armaggedon. Qué cinta rajado muchas gracias a la persona que me la recomendó
1,Tengo una leve duda de que las fotos del meet acá en CR las van a plublicar hasta el año que viene
0,@Koalasoy es una teja ese cabrón. Si en el programa se ve agradable en la vida real es el doble de buena gente.
1,Sospechosa tarde navideña de octubre... #grinch
0,Ya me quedé sin wifi y qué flojera levantarme a encenderlo de nuevo mi mamá que no me quiere ;_;
0,Se nos está volviendo costumbre del domingo por la noche ver el episodio anterior de SNL y eso me hace recibir el lunes en un mejor mood
1,@MeLlamoSara @bichoclarke @gabmmd los de cueropapel y tijera. Que tenía uno visto desde hace dos semanas y le subieron el precio
0,@sinceratops no me dijo nada nuevo tranqui jaja. Si ve más bolsos lindos me los recomienda también porfa
2,La típica que nunca ha dicho la palabra "picha" siempre se la ha "comido".
0,Hay un grupo de estudio religioso en el sótano y están haciendo un bullón increíble. Yo sólo quiero ver mi película de putas
0,Es bonito tener orden en la vida; solamente hay que aprender y acostumbrarse a poner las cosas y a las personas en su lugar
1,...para regalar. Así que si alguien está interesado pueden buscarlo tipo 12md cerca de la plaza de la cultura donde suele estar.
2,@treledo Ya pude ver la info el hoario es de 7.30 a 4 no tenía idea de que se podía solicitar digital gracias
2,Era a la 6 que me quería levantar no a las 5:15 con el ruido de una hijueputa licuadora gracias al descerebrado de mi primo
0,@emiliegonzalez eso es de Grammar 1 no de inglés 7! de Inglés 7 yo hice resumen el cuatri pasado
2,@NellaZ Listo! Muchas gracias Nella
2,Si Cofal o Zepol necesitan influenciadores en digital hoy después del pichazo que me pegué yo podría ser uno.
